wallet_address,re_profit(1D),re_profit(7D),re_profit(30D),un_profit(1D),un_profit(7D),un_profit(30D),co_profit(1D),co_profit(7D),co_profit(30D),re_roi(1D),re_roi(7D),re_roi(30D),un_roi(1D),un_roi(7D),un_roi(30D),co_roi(1D),co_roi(7D),co_roi(30D),winrate(1D),winrate(7D),winrate(30D),traded_token(1D),traded_token(7D),traded_token(30D),avg_traded_time
FgAW4o9s8312oeEcsxNaRu9RWXH21SFDs77HQf27jBW4,12220.656716798221,17361.815406614172,32873.21135909731,2573.4235544245275,2632.2429344562916,2360.4771447205826,14794.080271222749,19994.058341070464,35233.68850381786,133.32647396333792,49.362831087550866,16.096519840524724,37.078051792157964,37.92552519600192,69.85857319850223,61.402337354050715,43.15321862776473,79.17760168159091,43.333333333333336,40.16393442622951,51.023622047244096,30,122,635,1.2123796608055868
57sG81TAUVAKQrJ3kVkiQSAm7ALm2QbPSH81WpPbcK6U,26240.395138602027,34989.67833078402,34989.67833078402,16099.716555494235,15506.7277647569,15506.7277647569,42340.11169409625,50496.40609554093,50496.40609554093,24.99112468498114,17.968042671582825,17.968042671582825,145.8306359373674,130.7286289739902,130.7286289739902,54.58069139927561,71.68702211234842,71.68702211234842,32,31.547619047619047,31.547619047619047,75,168,168,0.39026035260352604
ARAqseg1vCz6bgeC5RyVBL69aJCtisARBELMzZ1NAUGZ,987.5362757295641,1752.045738292712,1813.2528628515317,311.89293523624843,404.52218576138057,403.37944355827375,1299.4292109658124,2156.5679240540926,2216.6323064098065,14.795966585690346,0.6454433195605143,0.7354066470775638,29.336848083415784,30.553099185465367,30.74928101980994,64.66585246731783,96.7657146808907,96.68389152326196,75,44.11764705882353,44.66019417475729,8,102,103,1.3667612293144207
FdU6wVWGSYTGQJxCNnrL3YtQwxG1vN7ZaPRVNahHG3JG,-886.0985381767807,6631.778831304316,1206.8400175938184,-550.8101903661399,-550.8101903661399,-895.0770674311915,-1436.9087285429205,6080.968640938176,311.7629501626262,-25.041370939262997,42.793565936059245,2.690053234913124,88.23356849278252,88.23356849278252,92.08811807874507,-100,60.760704011608865,99.2923517190327,14.285714285714285,28.333333333333332,25.899280575539567,14,60,139,0.2527597597597598
5JQbKxnVykDHCKYXUSuge3wSTiwoJytwsfHj1cZfF7YZ,2360.6897276335417,8331.200317382092,8331.200317382092,-5349.524438488906,-6319.93323151891,-6321.895166697581,-2988.834710855365,2011.2670858631784,2009.305150684511,9.120536462229552,10.79317662571789,10.79317662571789,44.94624766200229,46.4246700080489,46.696986291653744,-100,97.36120624121895,97.3637803112373,48.484848484848484,50,50,33,56,56,0.35996802557953633
EKmE4JLz3ndbp6vjcDefMmnRbzxRuSJeUDyiXmbLhMd3,797.2281729122981,-3843.8473135885743,4662.216330069985,-874.3950134626398,-2071.825971014478,-10019.091735261876,-77.16684055034082,-5915.673284603054,-5356.875405191876,8.972982096965918,-2.683018043605244,0.6647447005378346,91.48677449056181,81.54282180553153,47.80215352027238,-100,-100,-100,21.951219512195124,22.359154929577464,22.73662551440329,82,568,1944,0.8066254782540798
8q5dJoonn91KaJnbeYyCJCbS6Lqkn8pSrjsjmaai3MVo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dexvcNUf31JyHkxcsceWpqGErhXe5Eu5QWLe993m1Pu,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,321.3955555555556
JE6hQadnLeK1KPjTSwzU4wBJq1thoXG2XcN1oxNwy2gJ,-993.8907982546856,-2571.7868581292973,-20.174794773573932,56.856490580608366,641.9249917642597,17933.09470201935,-937.0343076740774,-1929.861866365039,17912.919907245778,-44.8883837782414,-22.377164912528624,-12.888692683387665,6.703690225638102,1.9612232635977789,65.65578910313327,-100,-100,86.60273865709124,29.03225806451613,27.669902912621357,26.02965403624382,31,206,607,5.988267765918627
9Uvyo3mbaZymvFTwCQc11tkMmQMzJaHKR5AfLTofksvF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4oXhhNaBsjGQp12px1JKd4bBpusXUGCNQ6gHEfCPyKDa,-2913.9045613046505,-460.0118731679231,-17202.57696785307,0,7234.107252583028,7623.685479078344,-2913.9045613046505,6774.095379415105,-9578.891488774723,-71.0647579722554,-21.73687558114197,-51.08683371316057,0,101.50266982029822,108.14763876355788,-100,36.62328215132574,-100,0,22.22222222222222,6.896551724137931,2,9,29,185.02505787037038
HfPRZt22NhwG4zVLyQ6EbGcdt2Qb2LvFwL6jGLBu1ib5,-5406.046688866646,-5102.839302482729,-19356.46711059359,-538.3672132789129,-3498.168135709021,-21141.817684602403,-5944.41390214556,-8601.007438191751,-40498.28479519599,-17.675012871118785,-2.5448281303787477,-2.681969153530277,88.13613614847131,93.38548268470628,88.79164304492242,-100,-100,-100,17.391304347826086,25.142857142857146,31.793960923623445,23,175,563,3.901702588327921
CCfMaVPUpuqamCfZgdXbdTuMZSGC9pW3RdEkx5nU1JuZ,320.18395450683056,2699.800755843118,13613.217789383765,0,0,31290.672597428977,320.18395450683056,2699.800755843118,44903.890386812745,21.61242008724424,55.78136547533193,54.71832387938023,0,0,1059.6789075447712,78.38757991275574,44.21863452466804,32.350761058437044,25,38.46153846153847,23.684210526315788,4,13,38,13.287248148148146
aoxiZwUsm4QtZ8vCk2A4Xi7kK9SKduzjAzt5x5VQxUw,777.7029643227863,222.1611363539233,222.1611363539233,3970.914107587698,3980.202787994162,3980.202787994162,4748.617071910483,4202.3639243480875,4202.3639243480875,5.368483353177039,9.78600777395856,9.78600777395856,60.600019383867156,142.67271886003795,142.67271886003795,29.39035796593848,84.54121415936643,84.54121415936643,10,20.98765432098765,20.98765432098765,20,81,81,1.2773058252427183
EnBPNMe2DnKtPbiFgYmBpdJndBcg6zdXhAYNk5Yt2nPQ,-39.534925329893696,1635.5509803380883,24312.10599786717,-5221.39416822787,-5692.123679288335,-9476.743881026037,-5260.929093557764,-4056.5726989502455,14835.362116841125,-0.1444594572115709,2.2762609549405513,11.942755735272359,85.38322476112953,86.06575206837607,88.95915942156286,-100,-100,92.12718087988281,18.91891891891892,24.166666666666668,27.960526315789476,37,120,304,1.039180216802168
7eM8iKa1R5q24eyYc7X2VL7b9kX194HvQmSaFnd9kn7L,-1230.2298969180488,-121.64023739829061,1406.2696343219684,-3024.3044585626208,-3847.5360319892898,22499.383696946603,-4254.53435548067,-3969.17626938758,23905.65333126857,-30.341237805823067,-6.874125728762874,8.745931614709725,49.924327374505964,59.38863865476053,156.52956223743982,-100,-100,73.43421619031479,5.88235294117647,19.298245614035086,31.216931216931215,17,57,189,4.686296715267303
H7UnAHgueppfRd4isCy53qnunGudztbGd9Vn8NV8TQna,-59.73583561646183,27067.97224801617,22629.976142885047,-1773.7253720079643,-2105.2000000000003,-844.952470676566,-1833.4612076244262,24962.772248016172,21785.02367220848,-100,20.34023284284105,15.232342223886002,14.15058327789826,100,10.501233758999227,-100,82.89264119864976,86.85384671256075,14.285714285714285,33.33333333333333,28.57142857142857,7,15,21,22.02186631944444
D5sUqEkXg2gN7sVccHjt5fpYsbFNCgiYkbcQVYeXjjoK,-1030.1139701163177,1267.1409405150596,2934.001381620367,-171.3517548139855,-168.24201165902372,-1703.951792264464,-1201.4657249303032,1098.8989288560358,1230.0495893559055,-33.47937967594032,8.243396542826043,5.183000710837585,48.921410997049584,50.244607992267944,88.0989101266091,-100,91.50905485533315,97.66788692703967,25,34.04255319148936,25.688073394495415,16,47,109,8.048811168681635
HkdH3WPY3v6guxboVMX4teZUBoRBm3iVb1N3Q7AEVmjd,-671.8152820792973,26288.789140536846,83657.15785307091,54642.555160415504,57713.60096962948,13701.063333255212,53970.73987833621,84002.39011016625,97358.22118632618,-0.6245562190662421,78.44620471250911,16.586977959604216,47.9591990506202,38.19034780381125,22.14670210559517,553.3785909462927,21.798791381550746,75.29711615280071,50,45.794392523364486,41.51898734177215,16,107,395,4.971821824907522
4gbxGp3m34NCSLzaDPi8c9xY1dUYmFaQ3TmJzfYKceco,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DiYZbsuCnuwvvWt3595tg2QzauhBL4CVo782G7UEanuT,-10051.847485041175,-2262.427275124804,-2444.3432594814417,-29626.8090407037,-84916.75189406206,-85177.56257626042,-39678.65652574489,-87179.17916918689,-87621.9058357419,-24.395932285331764,-27.078075585730062,-27.430437237881822,0.8289651763070185,1.9809051491604734,1.9078951821850905,-100,-100,-100,28.57142857142857,19.072164948453608,19.072164948453608,49,194,194,0.9524797453703704
2vZ9EU1R9NnZkdNVfH7z4cRTuTdXH5Y1aij1M9pDYqMi,-9389.520157776336,-3862.255135822439,-5422.8030024368145,0,0,0,-9389.520157776336,-3862.255135822439,-5422.8030024368145,-35.280523958243165,-6.83953195819194,-7.03004921605402,0,0,0,-100,-100,-100,23.076923076923077,27.027027027027028,28.8135593220339,13,37,59,2.724439592430859
HwhjhRcmhdi5BbxCqUwNtxKpULQ996Hr2ayV38co6rq8,-23476.350470654546,-146799.75817334623,-146799.75817334623,0,0,0,-23476.350470654546,-146799.75817334623,-146799.75817334623,-37.46134833723558,-34.62089037901629,-34.62089037901629,0,0,0,-100,-100,-100,0,30.612244897959183,30.612244897959183,1,49,49,1.1554984779299848
4nwfXw7n98jEQn93VWY7Cuf1jnn1scHXuXCPGVYS9k6T,6399.323713132928,155609.15179278675,482340.3156038763,0,-500.7089135663401,-877.805548622284,6399.323713132928,155108.4428792204,481462.5100552541,12.862808766169096,41.93931299239523,37.29204961277583,0,100,89.26161700102648,87.13719123383095,58.1950715579197,62.743985980797504,52.85714285714286,44.40559440559441,46.735395189003434,70,572,2037,0.081942057828908
226LjkaZKdXtNFMqYgp3vmadNCCnr33w4TNiptRv2pGi,2094.2549751743477,-5408.829091740594,-2541.1873230501933,156.07928681064297,309.1455709405595,29478.96295089388,2250.3342619849905,-5099.683520800034,26937.775627843697,29.307006525574092,-4.013560920217802,-2.39271558072882,193.41704704752746,35.77127517155516,421.494833150856,75.53612391539104,-100,79.37521061581374,41.509433962264154,34.92647058823529,36.58536585365854,53,272,287,9.026203282828282
Avxk4iEWNSVxEGqD5vCdzW9dk6Qr8YsBCdFY3Yf6Bk7d,551.4014850826386,362.10253952379855,37256.87700818845,0,206.25078446049739,144758.409956287,551.4014850826386,568.353323984296,182015.28696447535,17.28196007701796,8.45158683105354,15.729452474948062,0,0.3423256681259185,5168.748888378267,82.71803992298203,98.55031326377132,28.00368216158433,50,42.465753424657535,34.35326842837274,6,73,719,0.7860787507601424
3tY2hnFCShZFpyh6Zhd67E9FRss47AnXCMnKgBVWXhoz,-6275.183362908997,10492.013672246761,10492.013672246761,-754.3442465481679,-838.3277866978067,-838.3277866978067,-7029.527609457166,9653.685885548955,9653.685885548955,-10.687976692477633,6.451371673179134,6.451371673179134,100,98.87990230415971,98.87990230415971,-100,94.43322035579,94.43322035579,35.714285714285715,41.17647058823529,41.17647058823529,42,102,102,0.2580769230769231
GPMo8SHWZCzT9jEjhfW1h8paNuMSWazLcijrWzbmJJGD,222.2816108565794,3875.9076282963083,3877.586791111347,-174.46707512522983,-742.9532582528745,-746.9726750287431,47.81453573134945,3132.954370043432,3130.6141160826023,35.03177171903615,0.6846714033793074,0.6960782578368385,40.79896364415205,21.228507669661653,21.290610126622035,99.5215323973932,82.06954902962839,82.09951604934486,25,21.875,21.21212121212121,12,32,33,47.79121465551573
3UcHEhL47BpoEgzJehjjhdGQAdnLCGNQUJjyUGZova3v,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CwKiwGtr8f85hVHPZnJLcGGYu5GdkTk78uNUR7viS1hs,2901.342411481954,9535.912566897736,17623.11492923477,0,308.91629307565745,198.84279116313178,2901.342411481954,9844.828859973391,17821.957720397902,14.836088862421967,11.59562871455392,13.839383274035336,0,3.092947477094982,11.638996687629156,86.94253542899321,86.50886743421916,84.66536606075762,29.03225806451613,38.297872340425535,36.44578313253012,31,141,332,0.8125025081514923
31cS7BMUGgKuR6DpFwb8r7qgba4qsvYziyG4eZjaL8aD,-43.407815627160055,1853.7387294111597,482.6122869555921,0,0,0,-43.407815627160055,1853.7387294111597,482.6122869555921,-4.383312716247105,93.59508682744674,7.672777089495658,0,0,0,-100,6.4049131725532975,98.88297769064117,0,50,28.57142857142857,1,2,21,16.263217972070432
4yYWqCLNPebnWfhawt9HbDfYLsHEs9ZoW2sLTc2MRsti,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2701388888888889
EpLsZ2RcYuoqLC5graCwExZ7fz5L3tSQGftHkKRPQick,-838.6754289906485,1214.4691627707866,1027.9347492184118,-50.101749460460745,-125.58442107550925,-165.5641052234675,-888.7771784511092,1088.8847416952776,862.3706439949443,-34.347531667932316,26.792095188085113,15.450015488020593,49.79556605629319,58.807503603525944,65.58653025818913,-100,74.16578580795758,85.4084404935137,17.647058823529413,27.586206896551722,28.07017543859649,17,29,57,11.587428774928775
CZke3PFzwxd8aebb4mjcE9xqpSvRn9CmpjfB1N7rhbGF,135.03871142858543,-5674.186779662744,-48368.08418940833,-817.5010917358227,-2052.630217772155,-6191.195924317144,-682.4623803072373,-7726.816997434896,-54559.2801137255,8.338214162725114,-6.690531356119275,-16.513899919037353,34.338783871009305,62.478932656727636,82.9314150444676,-100,-100,-100,33.33333333333333,32.038834951456316,30.32581453634085,9,103,399,25.081086167800454
72Swb89DjNJir1ki1UEze7S6jaRKYhk81L4jUbqPb1X5,419.16752809063235,1662.0494725651322,1662.0494725651322,0,0,0,419.16752809063235,1662.0494725651322,1662.0494725651322,11.283632811738894,22.31882866970177,22.31882866970177,0,0,0,88.7163671882611,77.68117133029823,77.68117133029823,45.45454545454545,38.095238095238095,38.095238095238095,11,21,21,0.6675358422939067
13H2M1C3w2pwr6oYf6ZKcPGNut6mQedRAFzCpMF2iGJK,23118.95544318239,113789.77669298631,427744.91688904003,-948.3174044503967,-550.0492705105379,-3285.338837357462,22170.638038731995,113239.72742247577,424459.5780516826,5.207601951479316,5.282272745338429,4.914327399651294,67.47521297726256,59.396191020744226,82.6231140365408,94.58059655055028,94.6757325670544,95.10747638393052,41.25,41.980624327233585,43.67672736343228,160,929,4009,1.012774754746277
EEbCLNcxVhXGTSEHHgdpsgFJb3gVoR3qMsh5wXRhWpZn,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
